date,start_time,end_time,time,year,month,hours_fishing,time_period,season,location,air_temp,weather,wind_level,wind_dir,trolling_speed,water_depth,fish_length,fish_type,crew_count,weight,hook_rate
2014-08-23 00:00:00,2014-08-23 10:00:00,2014-08-23 15:00:00,2014-08-23 12:30:00,2014,8,5.0,afternoon,summer,Chocolay,75,Overcast,2.5,North,2.5,60.0,21.0,Lake Trout,1.0,0.3333333333333333,1.0
2014-08-23 00:00:00,2014-08-23 10:00:00,2014-08-23 15:00:00,2014-08-23 12:30:00,2014,8,5.0,afternoon,summer,Chocolay,75,Overcast,2.5,North,2.5,60.0,23.0,Lake Trout,1.0,0.3333333333333333,1.0
2014-08-23 00:00:00,2014-08-23 10:00:00,2014-08-23 15:00:00,2014-08-23 12:30:00,2014,8,5.0,afternoon,summer,Chocolay,75,Overcast,2.5,North,2.5,60.0,23.0,Lake Trout,1.0,0.3333333333333333,1.0
2014-08-31 00:00:00,2014-08-31 08:00:00,2014-08-31 15:00:00,2014-08-31 11:30:00,2014,8,7.0,morning,summer,Chocolay,65,Overcast,2.5,North,2.5,60.0,23.0,Lake Trout,2.0,0.3333333333333333,0.7142857142857143
2014-08-31 00:00:00,2014-08-31 08:00:00,2014-08-31 15:00:00,2014-08-31 11:30:00,2014,8,7.0,morning,summer,Lower Harbor,65,Overcast,2.5,East,2.5,70.0,23.0,Lake Trout,2.0,0.3333333333333333,0.7142857142857143
2014-08-31 00:00:00,2014-08-31 08:00:00,2014-08-31 15:00:00,2014-08-31 11:30:00,2014,8,7.0,morning,summer,Carp,65,Overcast,2.5,East,2.5,40.0,23.0,Other,2.0,0.3333333333333333,0.7142857142857143
2014-09-09 00:00:00,2014-09-09 19:00:00,2014-09-09 21:00:00,2014-09-09 20:00:00,2014,9,2.0,evening,fall,Lower Harbor,75,Partly Cloudy,7.5,South,2.5,70.0,23.0,Lake Trout,1.0,0.5,1.0
2014-09-09 00:00:00,2014-09-09 19:00:00,2014-09-09 21:00:00,2014-09-09 20:00:00,2014,9,2.0,evening,fall,Lower Harbor,75,Partly Cloudy,7.5,South,2.5,70.0,23.0,Lake Trout,1.0,0.5,1.0
2014-09-20 00:00:00,2014-09-20 09:00:00,2014-09-20 12:00:00,2014-09-20 10:30:00,2014,9,3.0,morning,fall,Chocolay,65,Partly Cloudy,12.5,South,2.5,50.0,23.0,Lake Trout,2.0,0.5,0.6666666666666666
2014-09-20 00:00:00,2014-09-20 09:00:00,2014-09-20 12:00:00,2014-09-20 10:30:00,2014,9,3.0,morning,fall,Chocolay,65,Partly Cloudy,12.5,South,2.5,50.0,23.0,Lake Trout,2.0,0.5,0.6666666666666666
2014-09-25 00:00:00,2014-09-25 16:00:00,2014-09-25 20:00:00,2014-09-25 18:00:00,2014,9,4.0,evening,fall,Chocolay,75,Overcast,2.5,South,2.5,60.0,17.0,Lake Trout,2.0,0.14285714285714285,2.25
2014-09-25 00:00:00,2014-09-25 16:00:00,2014-09-25 20:00:00,2014-09-25 18:00:00,2014,9,4.0,evening,fall,Chocolay,75,Overcast,2.5,South,2.5,60.0,17.0,Lake Trout,2.0,0.14285714285714285,2.25
2014-09-25 00:00:00,2014-09-25 16:00:00,2014-09-25 20:00:00,2014-09-25 18:00:00,2014,9,4.0,evening,fall,Chocolay,75,Overcast,2.5,South,2.5,60.0,17.0,Chinook,2.0,0.14285714285714285,2.25
2014-09-25 00:00:00,2014-09-25 16:00:00,2014-09-25 20:00:00,2014-09-25 18:00:00,2014,9,4.0,evening,fall,Chocolay,75,Overcast,2.5,South,2.5,60.0,23.0,Chinook,2.0,0.14285714285714285,2.25
2014-09-25 00:00:00,2014-09-25 16:00:00,2014-09-25 20:00:00,2014-09-25 18:00:00,2014,9,4.0,evening,fall,Chocolay,75,Overcast,2.5,South,2.5,60.0,25.0,Lake Trout,2.0,0.14285714285714285,2.25
2014-09-25 00:00:00,2014-09-25 16:00:00,2014-09-25 20:00:00,2014-09-25 18:00:00,2014,9,4.0,evening,fall,Chocolay,75,Overcast,2.5,South,2.5,60.0,23.0,Coho,2.0,0.14285714285714285,2.25
2014-09-25 00:00:00,2014-09-25 16:00:00,2014-09-25 20:00:00,2014-09-25 18:00:00,2014,9,4.0,evening,fall,Chocolay,75,Overcast,2.5,South,2.5,60.0,23.0,Coho,2.0,0.14285714285714285,2.25
2014-09-26 00:00:00,2014-09-26 16:00:00,2014-09-26 20:00:00,2014-09-26 18:00:00,2014,9,4.0,evening,fall,Chocolay,75,Clear,2.5,South,2.5,60.0,23.0,Steelhead,3.0,0.25,1.0
2014-09-26 00:00:00,2014-09-26 16:00:00,2014-09-26 20:00:00,2014-09-26 18:00:00,2014,9,4.0,evening,fall,Chocolay,75,Clear,2.5,South,2.5,60.0,23.0,Lake Trout,3.0,0.25,1.0
2014-09-26 00:00:00,2014-09-26 16:00:00,2014-09-26 20:00:00,2014-09-26 18:00:00,2014,9,4.0,evening,fall,Chocolay,75,Clear,2.5,South,2.5,60.0,23.0,Lake Trout,3.0,0.25,1.0
2014-09-26 00:00:00,2014-09-26 16:00:00,2014-09-26 20:00:00,2014-09-26 18:00:00,2014,9,4.0,evening,fall,Chocolay,75,Clear,2.5,South,2.5,60.0,23.0,Lake Trout,3.0,0.25,1.0
2014-09-28 00:00:00,2014-09-28 08:00:00,2014-09-28 16:00:00,2014-09-28 12:00:00,2014,9,8.0,afternoon,fall,Shot Point,75,Clear,12.5,South,2.1,70.0,25.0,Lake Trout,3.0,0.045454545454545456,2.5
2014-09-28 00:00:00,2014-09-28 08:00:00,2014-09-28 16:00:00,2014-09-28 12:00:00,2014,9,8.0,afternoon,fall,Shot Point,75,Clear,12.5,South,2.1,70.0,25.0,Lake Trout,3.0,0.045454545454545456,2.5
2014-09-28 00:00:00,2014-09-28 08:00:00,2014-09-28 16:00:00,2014-09-28 12:00:00,2014,9,8.0,afternoon,fall,Shot Point,75,Clear,12.5,South,2.1,80.0,25.0,Lake Trout,3.0,0.045454545454545456,2.5
2014-09-28 00:00:00,2014-09-28 08:00:00,2014-09-28 16:00:00,2014-09-28 12:00:00,2014,9,8.0,afternoon,fall,Shot Point,75,Clear,12.5,South,2.1,110.0,25.0,Lake Trout,3.0,0.045454545454545456,2.5
2014-09-28 00:00:00,2014-09-28 08:00:00,2014-09-28 16:00:00,2014-09-28 12:00:00,2014,9,8.0,afternoon,fall,Shot Point,75,Clear,12.5,South,2.1,110.0,23.0,Lake Trout,3.0,0.045454545454545456,2.5
2014-09-28 00:00:00,2014-09-28 08:00:00,2014-09-28 16:00:00,2014-09-28 12:00:00,2014,9,8.0,afternoon,fall,Shot Point,75,Clear,12.5,South,2.1,110.0,23.0,Lake Trout,3.0,0.045454545454545456,2.5
2014-09-28 00:00:00,2014-09-28 08:00:00,2014-09-28 16:00:00,2014-09-28 12:00:00,2014,9,8.0,afternoon,fall,Shot Point,75,Clear,12.5,South,2.1,160.0,23.0,Lake Trout,3.0,0.045454545454545456,2.5
2014-09-28 00:00:00,2014-09-28 08:00:00,2014-09-28 16:00:00,2014-09-28 12:00:00,2014,9,8.0,afternoon,fall,Shot Point,75,Clear,12.5,South,2.1,160.0,23.0,Lake Trout,3.0,0.045454545454545456,2.5
2014-09-28 00:00:00,2014-09-28 08:00:00,2014-09-28 16:00:00,2014-09-28 12:00:00,2014,9,8.0,afternoon,fall,Shot Point,75,Clear,12.5,South,2.1,160.0,23.0,Lake Trout,3.0,0.045454545454545456,2.5
2014-09-28 00:00:00,2014-09-28 08:00:00,2014-09-28 16:00:00,2014-09-28 12:00:00,2014,9,8.0,afternoon,fall,Shot Point,75,Clear,12.5,South,2.1,160.0,23.0,Lake Trout,3.0,0.045454545454545456,2.5
2014-09-28 00:00:00,2014-09-28 08:00:00,2014-09-28 16:00:00,2014-09-28 12:00:00,2014,9,8.0,afternoon,fall,Shot Point,75,Clear,12.5,South,2.1,160.0,23.0,Lake Trout,3.0,0.045454545454545456,2.5
2014-09-28 00:00:00,2014-09-28 08:00:00,2014-09-28 16:00:00,2014-09-28 12:00:00,2014,9,8.0,afternoon,fall,Shot Point,75,Clear,12.5,South,2.1,170.0,23.0,Lake Trout,3.0,0.045454545454545456,2.5
2014-09-28 00:00:00,2014-09-28 08:00:00,2014-09-28 16:00:00,2014-09-28 12:00:00,2014,9,8.0,afternoon,fall,Shot Point,75,Clear,12.5,South,2.1,170.0,23.0,Lake Trout,3.0,0.045454545454545456,2.5
2014-09-28 00:00:00,2014-09-28 08:00:00,2014-09-28 16:00:00,2014-09-28 12:00:00,2014,9,8.0,afternoon,fall,Shot Point,75,Clear,12.5,South,2.1,170.0,23.0,Lake Trout,3.0,0.045454545454545456,2.5
2014-09-28 00:00:00,2014-09-28 08:00:00,2014-09-28 16:00:00,2014-09-28 12:00:00,2014,9,8.0,afternoon,fall,Shot Point,75,Clear,12.5,South,2.1,180.0,23.0,Lake Trout,3.0,0.045454545454545456,2.5
2014-09-28 00:00:00,2014-09-28 08:00:00,2014-09-28 16:00:00,2014-09-28 12:00:00,2014,9,8.0,afternoon,fall,Shot Point,75,Clear,12.5,South,2.1,180.0,23.0,Lake Trout,3.0,0.045454545454545456,2.5
2014-09-28 00:00:00,2014-09-28 10:00:00,2014-09-28 14:00:00,2014-09-28 12:00:00,2014,9,4.0,afternoon,fall,Upper Harbor,75,Partly Cloudy,2.5,West,2.5,70.0,23.0,Lake Trout,1.0,0.045454545454545456,1.0
2014-09-28 00:00:00,2014-09-28 10:00:00,2014-09-28 14:00:00,2014-09-28 12:00:00,2014,9,4.0,afternoon,fall,Upper Harbor,75,Partly Cloudy,2.5,West,2.5,70.0,23.0,Lake Trout,1.0,0.045454545454545456,1.0
2014-09-28 00:00:00,2014-09-28 17:00:00,2014-09-28 21:00:00,2014-09-28 19:00:00,2014,9,4.0,evening,fall,Upper Harbor,75,Partly Cloudy,2.5,West,2.5,100.0,23.0,Coho,2.0,0.045454545454545456,1.5
2014-09-28 00:00:00,2014-09-28 17:00:00,2014-09-28 21:00:00,2014-09-28 19:00:00,2014,9,4.0,evening,fall,Upper Harbor,75,Partly Cloudy,2.5,West,2.5,70.0,23.0,Lake Trout,2.0,0.045454545454545456,1.5
2014-09-28 00:00:00,2014-09-28 17:00:00,2014-09-28 21:00:00,2014-09-28 19:00:00,2014,9,4.0,evening,fall,Upper Harbor,75,Partly Cloudy,2.5,West,2.5,100.0,15.0,Chinook,2.0,0.045454545454545456,1.5
2014-09-28 00:00:00,2014-09-28 17:00:00,2014-09-28 21:00:00,2014-09-28 19:00:00,2014,9,4.0,evening,fall,Upper Harbor,75,Partly Cloudy,2.5,West,2.5,80.0,23.0,Lake Trout,2.0,0.045454545454545456,1.5
2014-10-02 00:00:00,2014-10-02 08:00:00,2014-10-02 12:00:00,2014-10-02 10:00:00,2014,10,4.0,morning,fall,Upper Harbor,65,Overcast,2.5,South,2.5,70.0,23.0,Lake Trout,2.0,0.25,1.25
2014-10-02 00:00:00,2014-10-02 08:00:00,2014-10-02 12:00:00,2014-10-02 10:00:00,2014,10,4.0,morning,fall,Upper Harbor,65,Overcast,2.5,South,2.5,70.0,25.0,Lake Trout,2.0,0.25,1.25
2014-10-02 00:00:00,2014-10-02 08:00:00,2014-10-02 12:00:00,2014-10-02 10:00:00,2014,10,4.0,morning,fall,Upper Harbor,65,Overcast,2.5,South,2.5,70.0,23.0,Lake Trout,2.0,0.25,1.25
2014-10-02 00:00:00,2014-10-02 15:00:00,2014-10-02 19:00:00,2014-10-02 17:00:00,2014,10,4.0,afternoon,fall,Upper Harbor,65,Overcast,2.5,South,2.5,70.0,23.0,Lake Trout,1.0,0.25,0.5
2014-10-11 00:00:00,2014-10-11 14:00:00,2014-10-11 19:00:00,2014-10-11 16:30:00,2014,10,5.0,afternoon,fall,Lower Harbor,55,Partly Cloudy,7.5,South,2.5,40.0,25.0,Other,2.0,0.14285714285714285,2.0
2014-10-11 00:00:00,2014-10-11 14:00:00,2014-10-11 19:00:00,2014-10-11 16:30:00,2014,10,5.0,afternoon,fall,Chocolay,55,Partly Cloudy,7.5,South,2.5,60.0,23.0,Coho,2.0,0.14285714285714285,2.0
2014-10-11 00:00:00,2014-10-11 14:00:00,2014-10-11 19:00:00,2014-10-11 16:30:00,2014,10,5.0,afternoon,fall,Chocolay,55,Partly Cloudy,7.5,South,2.5,60.0,23.0,Lake Trout,2.0,0.14285714285714285,2.0
2014-10-11 00:00:00,2014-10-11 14:00:00,2014-10-11 19:00:00,2014-10-11 16:30:00,2014,10,5.0,afternoon,fall,Chocolay,55,Partly Cloudy,7.5,South,2.5,60.0,23.0,Lake Trout,2.0,0.14285714285714285,2.0
2014-10-11 00:00:00,2014-10-11 14:00:00,2014-10-11 19:00:00,2014-10-11 16:30:00,2014,10,5.0,afternoon,fall,Chocolay,55,Partly Cloudy,7.5,South,2.5,60.0,25.0,Lake Trout,2.0,0.14285714285714285,2.0
2014-10-11 00:00:00,2014-10-11 14:00:00,2014-10-11 19:00:00,2014-10-11 16:30:00,2014,10,5.0,afternoon,fall,Chocolay,55,Partly Cloudy,7.5,South,2.5,60.0,25.0,Lake Trout,2.0,0.14285714285714285,2.0
2014-10-11 00:00:00,2014-10-11 14:00:00,2014-10-11 19:00:00,2014-10-11 16:30:00,2014,10,5.0,afternoon,fall,Chocolay,55,Partly Cloudy,7.5,South,2.5,60.0,27.0,Lake Trout,2.0,0.14285714285714285,2.0
2014-10-24 00:00:00,2014-10-24 09:00:00,2014-10-24 12:00:00,2014-10-24 10:30:00,2014,10,3.0,morning,fall,Lower Harbor,55,Overcast,7.5,South,2.5,50.0,23.0,Lake Trout,1.0,0.14285714285714285,2.0
2014-10-24 00:00:00,2014-10-24 09:00:00,2014-10-24 12:00:00,2014-10-24 10:30:00,2014,10,3.0,morning,fall,Lower Harbor,55,Overcast,7.5,South,2.5,60.0,23.0,Lake Trout,1.0,0.14285714285714285,2.0
2014-10-24 00:00:00,2014-10-24 09:00:00,2014-10-24 12:00:00,2014-10-24 10:30:00,2014,10,3.0,morning,fall,Lower Harbor,55,Overcast,7.5,South,2.5,70.0,25.0,Lake Trout,1.0,0.14285714285714285,2.0
2014-10-24 00:00:00,2014-10-24 09:00:00,2014-10-24 12:00:00,2014-10-24 10:30:00,2014,10,3.0,morning,fall,Lower Harbor,55,Overcast,7.5,South,2.5,60.0,25.0,Lake Trout,1.0,0.14285714285714285,2.0
2014-10-24 00:00:00,2014-10-24 16:00:00,2014-10-24 19:00:00,2014-10-24 17:30:00,2014,10,3.0,afternoon,fall,Chocolay,65,Clear,12.5,South,2.5,60.0,25.0,Steelhead,1.0,0.14285714285714285,1.3333333333333333
2014-10-24 00:00:00,2014-10-24 16:00:00,2014-10-24 19:00:00,2014-10-24 17:30:00,2014,10,3.0,afternoon,fall,Chocolay,65,Clear,12.5,South,2.5,60.0,25.0,Lake Trout,1.0,0.14285714285714285,1.3333333333333333
2014-10-24 00:00:00,2014-10-24 16:00:00,2014-10-24 19:00:00,2014-10-24 17:30:00,2014,10,3.0,afternoon,fall,Chocolay,65,Clear,12.5,South,2.5,60.0,25.0,Lake Trout,1.0,0.14285714285714285,1.3333333333333333
2014-10-30 00:00:00,2014-10-30 09:00:00,2014-10-30 13:00:00,2014-10-30 11:00:00,2014,10,4.0,morning,fall,Picnic Rocks,45,Clear,7.5,South,2.7,60.0,23.0,Lake Trout,1.0,0.5,1.25
2014-10-30 00:00:00,2014-10-30 09:00:00,2014-10-30 13:00:00,2014-10-30 11:00:00,2014,10,4.0,morning,fall,Picnic Rocks,45,Clear,7.5,South,2.7,60.0,23.0,Lake Trout,1.0,0.5,1.25
2014-11-01 00:00:00,2014-11-01 14:00:00,2014-11-01 18:00:00,2014-11-01 16:00:00,2014,11,4.0,afternoon,fall,Lower Harbor,35,Clear,7.5,West,2.5,70.0,21.0,Lake Trout,2.0,0.2,2.0
2014-11-01 00:00:00,2014-11-01 14:00:00,2014-11-01 18:00:00,2014-11-01 16:00:00,2014,11,4.0,afternoon,fall,Picnic Rocks,35,Clear,7.5,West,2.5,60.0,23.0,Lake Trout,2.0,0.2,2.0
2014-11-01 00:00:00,2014-11-01 14:00:00,2014-11-01 18:00:00,2014-11-01 16:00:00,2014,11,4.0,afternoon,fall,White Rocks,35,Clear,7.5,South,2.5,80.0,25.0,Lake Trout,2.0,0.2,2.0
2014-11-01 00:00:00,2014-11-01 14:00:00,2014-11-01 18:00:00,2014-11-01 16:00:00,2014,11,4.0,afternoon,fall,White Rocks,35,Clear,7.5,South,2.5,80.0,25.0,Lake Trout,2.0,0.2,2.0
2014-11-01 00:00:00,2014-11-01 14:00:00,2014-11-01 18:00:00,2014-11-01 16:00:00,2014,11,4.0,afternoon,fall,White Rocks,35,Clear,7.5,South,2.5,80.0,25.0,Lake Trout,2.0,0.2,2.0
2014-11-03 00:00:00,2014-11-03 09:00:00,2014-11-03 12:00:00,2014-11-03 10:30:00,2014,11,3.0,morning,fall,Lower Harbor,35,Overcast,7.5,South,2.5,60.0,23.0,Lake Trout,1.0,0.5,0.6666666666666666
2014-11-03 00:00:00,2014-11-03 09:00:00,2014-11-03 12:00:00,2014-11-03 10:30:00,2014,11,3.0,morning,fall,Lower Harbor,35,Overcast,7.5,South,2.5,70.0,25.0,Lake Trout,1.0,0.5,0.6666666666666666
2013-07-08 00:00:00,2013-07-08 16:00:00,2013-07-08 22:00:00,2013-07-08 19:00:00,2013,7,6.0,evening,summer,Chocolay,75,Partly Cloudy,7.5,South,2.7,60.0,15.0,Coho,5.0,0.125,1.6666666666666667
2013-07-08 00:00:00,2013-07-08 16:00:00,2013-07-08 22:00:00,2013-07-08 19:00:00,2013,7,6.0,evening,summer,Chocolay,75,Partly Cloudy,7.5,South,2.7,60.0,15.0,Coho,5.0,0.125,1.6666666666666667
2013-07-08 00:00:00,2013-07-08 16:00:00,2013-07-08 22:00:00,2013-07-08 19:00:00,2013,7,6.0,evening,summer,Chocolay,75,Partly Cloudy,7.5,South,2.7,60.0,15.0,Coho,5.0,0.125,1.6666666666666667
2013-07-08 00:00:00,2013-07-08 16:00:00,2013-07-08 22:00:00,2013-07-08 19:00:00,2013,7,6.0,evening,summer,Chocolay,75,Partly Cloudy,7.5,South,2.7,60.0,15.0,Coho,5.0,0.125,1.6666666666666667
2013-07-08 00:00:00,2013-07-08 16:00:00,2013-07-08 22:00:00,2013-07-08 19:00:00,2013,7,6.0,evening,summer,Chocolay,75,Partly Cloudy,7.5,South,2.7,60.0,15.0,Coho,5.0,0.125,1.6666666666666667
2013-07-08 00:00:00,2013-07-08 16:00:00,2013-07-08 22:00:00,2013-07-08 19:00:00,2013,7,6.0,evening,summer,Chocolay,75,Partly Cloudy,7.5,South,2.7,60.0,15.0,Coho,5.0,0.125,1.6666666666666667
2013-07-08 00:00:00,2013-07-08 16:00:00,2013-07-08 22:00:00,2013-07-08 19:00:00,2013,7,6.0,evening,summer,Chocolay,75,Partly Cloudy,7.5,South,2.7,60.0,19.0,Chinook,5.0,0.125,1.6666666666666667
2013-07-08 00:00:00,2013-07-08 16:00:00,2013-07-08 22:00:00,2013-07-08 19:00:00,2013,7,6.0,evening,summer,Chocolay,75,Partly Cloudy,7.5,South,2.7,60.0,19.0,Chinook,5.0,0.125,1.6666666666666667
2013-07-09 00:00:00,2013-07-09 10:00:00,2013-07-09 13:00:00,2013-07-09 11:30:00,2013,7,3.0,morning,summer,Chocolay,65,Clear,12.5,South,2.7,60.0,17.0,Coho,2.0,0.5,1.0
2013-07-09 00:00:00,2013-07-09 10:00:00,2013-07-09 13:00:00,2013-07-09 11:30:00,2013,7,3.0,morning,summer,Chocolay,65,Clear,12.5,South,2.7,60.0,23.0,Lake Trout,2.0,0.5,1.0
2013-07-11 00:00:00,2013-07-11 06:00:00,2013-07-11 12:00:00,2013-07-11 09:00:00,2013,7,6.0,morning,summer,Shot Point,65,Clear,2.5,South,2.3,70.0,17.0,Coho,2.0,0.1111111111111111,1.5
2013-07-11 00:00:00,2013-07-11 06:00:00,2013-07-11 12:00:00,2013-07-11 09:00:00,2013,7,6.0,morning,summer,Shot Point,65,Clear,2.5,South,2.3,70.0,17.0,Coho,2.0,0.1111111111111111,1.5
2013-07-11 00:00:00,2013-07-11 06:00:00,2013-07-11 12:00:00,2013-07-11 09:00:00,2013,7,6.0,morning,summer,Shot Point,65,Clear,2.5,South,2.3,70.0,17.0,Coho,2.0,0.1111111111111111,1.5
2013-07-11 00:00:00,2013-07-11 06:00:00,2013-07-11 12:00:00,2013-07-11 09:00:00,2013,7,6.0,morning,summer,Shot Point,65,Clear,2.5,South,2.3,70.0,17.0,Coho,2.0,0.1111111111111111,1.5
2013-07-11 00:00:00,2013-07-11 06:00:00,2013-07-11 12:00:00,2013-07-11 09:00:00,2013,7,6.0,morning,summer,Shot Point,65,Clear,2.5,South,1.9,170.0,23.0,Lake Trout,2.0,0.1111111111111111,1.5
2013-07-11 00:00:00,2013-07-11 06:00:00,2013-07-11 12:00:00,2013-07-11 09:00:00,2013,7,6.0,morning,summer,Shot Point,65,Clear,2.5,South,1.9,170.0,23.0,Lake Trout,2.0,0.1111111111111111,1.5
2013-07-11 00:00:00,2013-07-11 06:00:00,2013-07-11 12:00:00,2013-07-11 09:00:00,2013,7,6.0,morning,summer,Shot Point,65,Clear,2.5,South,1.9,170.0,25.0,Lake Trout,2.0,0.1111111111111111,1.5
2013-07-11 00:00:00,2013-07-11 06:00:00,2013-07-11 12:00:00,2013-07-11 09:00:00,2013,7,6.0,morning,summer,Shot Point,65,Clear,2.5,South,1.9,170.0,25.0,Lake Trout,2.0,0.1111111111111111,1.5
2013-07-11 00:00:00,2013-07-11 06:00:00,2013-07-11 12:00:00,2013-07-11 09:00:00,2013,7,6.0,morning,summer,Shot Point,65,Clear,2.5,South,1.9,170.0,25.0,Lake Trout,2.0,0.1111111111111111,1.5
2013-07-14 00:00:00,2013-07-14 06:00:00,2013-07-14 10:00:00,2013-07-14 08:00:00,2013,7,4.0,morning,summer,Lower Harbor,65,Clear,2.5,West,2.7,60.0,23.0,Lake Trout,2.0,0.5,0.75
2013-07-14 00:00:00,2013-07-14 06:00:00,2013-07-14 10:00:00,2013-07-14 08:00:00,2013,7,4.0,morning,summer,Lower Harbor,65,Clear,2.5,West,2.7,60.0,23.0,Lake Trout,2.0,0.5,0.75
2013-07-15 00:00:00,2013-07-15 19:00:00,2013-07-15 22:00:00,2013-07-15 20:30:00,2013,7,3.0,evening,summer,Lower Harbor,65,Overcast,2.5,South,2.7,60.0,29.0,Chinook,2.0,1.0,0.6666666666666666
2013-07-16 00:00:00,2013-07-16 19:00:00,2013-07-16 21:00:00,2013-07-16 20:00:00,2013,7,2.0,evening,summer,Lower Harbor,65,Clear,2.5,South,2.7,60.0,27.0,Chinook,1.0,0.5,1.0
2013-07-16 00:00:00,2013-07-16 19:00:00,2013-07-16 21:00:00,2013-07-16 20:00:00,2013,7,2.0,evening,summer,Lower Harbor,65,Clear,2.5,South,2.7,60.0,23.0,Lake Trout,1.0,0.5,1.0
2013-07-17 00:00:00,2013-07-17 17:00:00,2013-07-17 22:00:00,2013-07-17 19:30:00,2013,7,5.0,evening,summer,Lower Harbor,65,Clear,2.5,South,2.5,60.0,23.0,Lake Trout,2.0,0.25,1.2
2013-07-17 00:00:00,2013-07-17 17:00:00,2013-07-17 22:00:00,2013-07-17 19:30:00,2013,7,5.0,evening,summer,Lower Harbor,65,Clear,2.5,South,2.5,60.0,23.0,Lake Trout,2.0,0.25,1.2
2013-07-17 00:00:00,2013-07-17 17:00:00,2013-07-17 22:00:00,2013-07-17 19:30:00,2013,7,5.0,evening,summer,Lower Harbor,65,Clear,2.5,South,2.5,60.0,19.0,Coho,2.0,0.25,1.2
2013-07-17 00:00:00,2013-07-17 17:00:00,2013-07-17 22:00:00,2013-07-17 19:30:00,2013,7,5.0,evening,summer,Lower Harbor,65,Clear,2.5,South,2.5,60.0,17.0,Coho,2.0,0.25,1.2
2013-07-21 00:00:00,2013-07-21 07:00:00,2013-07-21 12:00:00,2013-07-21 09:30:00,2013,7,5.0,morning,summer,Shot Point,65,Partly Cloudy,2.5,South,1.9,180.0,23.0,Lake Trout,2.0,0.09090909090909091,2.6
2013-07-21 00:00:00,2013-07-21 07:00:00,2013-07-21 12:00:00,2013-07-21 09:30:00,2013,7,5.0,morning,summer,Shot Point,65,Partly Cloudy,2.5,South,1.9,180.0,25.0,Lake Trout,2.0,0.09090909090909091,2.6
2013-07-21 00:00:00,2013-07-21 07:00:00,2013-07-21 12:00:00,2013-07-21 09:30:00,2013,7,5.0,morning,summer,Shot Point,65,Partly Cloudy,2.5,South,1.9,180.0,25.0,Lake Trout,2.0,0.09090909090909091,2.6
2013-07-21 00:00:00,2013-07-21 07:00:00,2013-07-21 12:00:00,2013-07-21 09:30:00,2013,7,5.0,morning,summer,Shot Point,65,Partly Cloudy,2.5,South,1.9,180.0,25.0,Lake Trout,2.0,0.09090909090909091,2.6
2013-07-21 00:00:00,2013-07-21 07:00:00,2013-07-21 12:00:00,2013-07-21 09:30:00,2013,7,5.0,morning,summer,Shot Point,65,Partly Cloudy,2.5,South,1.9,180.0,25.0,Lake Trout,2.0,0.09090909090909091,2.6
2013-07-21 00:00:00,2013-07-21 07:00:00,2013-07-21 12:00:00,2013-07-21 09:30:00,2013,7,5.0,morning,summer,Shot Point,65,Partly Cloudy,2.5,South,1.9,180.0,27.0,Lake Trout,2.0,0.09090909090909091,2.6
2013-07-21 00:00:00,2013-07-21 07:00:00,2013-07-21 12:00:00,2013-07-21 09:30:00,2013,7,5.0,morning,summer,Shot Point,65,Partly Cloudy,2.5,South,1.9,180.0,25.0,Lake Trout,2.0,0.09090909090909091,2.6
2013-07-21 00:00:00,2013-07-21 07:00:00,2013-07-21 12:00:00,2013-07-21 09:30:00,2013,7,5.0,morning,summer,Shot Point,65,Partly Cloudy,2.5,South,1.9,180.0,25.0,Lake Trout,2.0,0.09090909090909091,2.6
2013-07-21 00:00:00,2013-07-21 07:00:00,2013-07-21 12:00:00,2013-07-21 09:30:00,2013,7,5.0,morning,summer,Shot Point,65,Partly Cloudy,2.5,South,1.9,180.0,23.0,Lake Trout,2.0,0.09090909090909091,2.6
2013-07-21 00:00:00,2013-07-21 07:00:00,2013-07-21 12:00:00,2013-07-21 09:30:00,2013,7,5.0,morning,summer,Shot Point,65,Partly Cloudy,2.5,South,1.9,180.0,23.0,Lake Trout,2.0,0.09090909090909091,2.6
2013-07-21 00:00:00,2013-07-21 07:00:00,2013-07-21 12:00:00,2013-07-21 09:30:00,2013,7,5.0,morning,summer,Shot Point,65,Partly Cloudy,2.5,South,1.9,180.0,21.0,Lake Trout,2.0,0.09090909090909091,2.6
2013-07-24 00:00:00,2013-07-24 12:00:00,2013-07-24 17:00:00,2013-07-24 14:30:00,2013,7,5.0,afternoon,summer,Chocolay,65,Partly Cloudy,2.5,South,2.7,60.0,21.0,Lake Trout,2.0,0.2,1.4
2013-07-24 00:00:00,2013-07-24 12:00:00,2013-07-24 17:00:00,2013-07-24 14:30:00,2013,7,5.0,afternoon,summer,Chocolay,65,Partly Cloudy,2.5,South,2.7,60.0,21.0,Lake Trout,2.0,0.2,1.4
2013-07-24 00:00:00,2013-07-24 12:00:00,2013-07-24 17:00:00,2013-07-24 14:30:00,2013,7,5.0,afternoon,summer,Chocolay,65,Partly Cloudy,2.5,South,2.7,60.0,23.0,Lake Trout,2.0,0.2,1.4
2013-07-24 00:00:00,2013-07-24 12:00:00,2013-07-24 17:00:00,2013-07-24 14:30:00,2013,7,5.0,afternoon,summer,Chocolay,65,Partly Cloudy,2.5,South,2.7,60.0,23.0,Lake Trout,2.0,0.2,1.4
